pt
-0.237492
-0.188374
-0.19619
-0.721682
-0.744884
-0.396372
-0.217531
-0.279541
0.455627
0.320284
-0.197809
-0.197612
0.911591
0.680063
1.99736
0.366247
-0.655168
-0.200736
0.180657
0.388261
-0.856985
0.270318
0.187263
0.193751
-2.33072
-0.199143
0.580467
-0.245024
0.195596
0.32381
-0.330948
-0.350568
-0.141604
-0.183446
-0.170766
0.184796
-0.2268
-0.491905
-0.121972
0.199063
0.170137
-0.175793
-0.179726
-0.486351
0.286641
0.21739
-0.33729
-0.166111
0.376584
0.165962
0.171606
0.176308
-0.136877
0.176733
-0.142183
0.456961
0.182082
-0.196755
-0.176823
0.141883
1.3563
0.153859
-1.08048
-0.33266
0.193703
-0.164982
-0.406032
-0.563629
-0.286049
-0.421562
0.188927
0.347853
0.196559
0.181772
0.320152
0.163418
0.292511
-1.39802
0.553486
0.181667
-0.192251
0.197918
-0.186829
-0.545834
-1.81331
-0.152306
-0.179191
0.165799
0.502403
1.04859
0.710328
-0.181698
-0.609692
0.159665
-0.356011
0.163743
-0.169984
0.190069
-0.184454
-0.177744
-0.187938
0.198395
-0.175849
0.147534
-0.174912
-0.116769
-0.149753
0.238893
-1.24531
-0.158349
-0.67465
0.554785
0.968684
0.18642
-0.191131
0.597128
0.290549
-3.37478
0.166196
-0.178122
-0.183056
0.152321
-0.681853
0.165916
0.261418
0.16164
-0.165622
-0.260609
0.19917
-0.197363
0.453087
-0.376071
1.39713
-0.643766
0.680536
0.121472
-0.395446
-0.170867
-0.146472
0.176497
0.532211
0.645471
0.199551
-0.418111
-0.520784
0.415042
-0.532988
0.182979
-0.190757
0.256877
0.48018
-0.18714
-0.178771
0.138363
-0.136713
-0.502824
-0.172346
0.334668
0.278366
-0.118592
0.219124
1.05639
-0.162095
0.193332
0.833783
0.178002
1.02299
0.563988
0.429345
-0.170395
-0.154109
-0.243457
0.317306
0.271302
-1.25443
0.791163
0.16267
0.180702
-0.190177
-0.195772
0.198842
0.191987
-1.04849
0.175079
-0.177328
-0.322633
0.179791
-0.207085
0.27614
0.187309
-0.179581
-0.251832
-0.180762
-0.168557
-0.542946
0.448458
0.189379
-0.151176
0.195827
-1.02556
-0.197585
-1.29246
1.46186
0.167825
-0.17889
0.196084
0.635253
0.751574
0.156111
-1.61904
-0.542168
-0.17136
0.530333
-0.18024
0.197233
-0.17828
-0.190459
0.171977
1.62466
0.193474
-0.198773
-0.451225
-0.157937
0.193709
0.160047
0.176257
-0.238907
0.568503
0.196624
0.186282
-0.249041
-0.155724
-0.190373
0.213507
-0.298024
0.197928
1.57638
0.19201
0.173766
1.66983
-0.179585
-0.196738
-0.147917
1.35185
-0.863892
-0.19742
0.184396
-0.577691
0.505588
-0.170465
-0.986843
0.182766
-0.521172
0.716183
-0.192479
-0.167883
-0.431554
-0.130638
-0.477499
-0.195322
0.340866
-0.157089
0.424883
-0.197864
0.61043
0.186613
-0.194999
-0.419611
-0.571556
0.63215
-0.199381
1.03514
-0.197328
-0.41433
-0.363818
-0.192738
0.190254
0.188725
-0.484791
0.489383
-0.191126
0.177468
-0.416217
-0.198374
-0.201407
-0.198384
0.192582
0.196096
0.175036
0.180165
-0.594781
-0.176743
1.04633
0.159989
0.18621
-0.108415
-0.56035
-0.627421
-0.781527
0.18834
0.253805
0.195442
-0.445916
0.113428
-0.275301
0.541943
-0.15553
-0.196194
0.168078
-0.199005
0.455725
0.184839
0.820456
-0.148696
0.475286
0.158914
-0.453552
-0.161696
-0.192361
0.161605
0.194104
0.34395
-0.119615
0.198362
1.28376
0.17247
-0.194364
0.166515
0.235296
-0.66276
0.329751
-0.180662
-0.165792
0.19197
-0.859166
0.396239
-0.576849
0.203401
-0.289443
0.171941
-0.182728
0.173421
0.187413
0.192778
0.18275
0.545056
-1.2516
-1.33884
0.2746
-0.173983
-0.480897
0.511784
0.968301
0.199757
-0.204567
0.191551
-0.179267
0.169725
-0.176459
0.186299
0.171452
-0.65972
0.181368
-0.195505
0.170672
0.178888
0.465827
0.311621
0.387665
0.686209
-0.194809
0.217137
-0.636981
-0.172843
1.91585
0.191771
0.362082
-0.196747
0.190233
1.43525
-0.197131
-0.132494
-0.168672
-0.193044
-0.148701
-0.198391
-0.134608
0.858642
0.181333
0.187674
-0.16256
-0.176671
-0.17799
-0.287319
-0.179383
-0.156156
-1.6262
0.173678
0.742452
-0.18944
0.196809
0.166012
0.181414
0.198866
-0.187454
-0.552023
0.646081
0.145723
-0.690364
-0.88214
0.194331
0.194137
-0.184834
-0.149928
0.154257
0.186273
0.170417
0.430931
1.22084
0.686679
-0.195523
0.180129
-0.183315
-0.249476
0.260233
-1.1699
0.400714
-0.156363
-0.953495
-0.174636
0.172945
0.338693
-1.07816
0.169387
2.60091
-0.472858
0.750685
-0.295101
-1.14141
0.510743
-0.168781
-0.190038
-0.636555
-0.159748
0.15403
-0.404401
0.158401
-0.189946
-0.536782
0.197933
-0.350746
-0.191031
-0.307665
0.882035
-0.278966
0.486164
-0.191556
-0.195708
-0.266994
0.192137
-0.160731
-0.278255
0.246261
0.184303
-0.171312
-0.145598
-0.177618
0.362944
0.193712
0.730528
0.16976
0.193465
-0.226991
1.06527
0.864297
0.146316
-0.148098
1.72224
0.17545
-0.169573
0.356687
0.198222
1.2136
0.197025
0.167029
0.871367
0.181268
-0.163143
1.02075
-0.783411
2.07194
-0.285994
-0.358729
-1.12182
-0.193795
0.425931
0.40854
0.173754
-0.195916
-0.513006
0.162391
-0.189782
-0.255593
-0.171323
-0.189381
-0.190027
-0.360338
0.253103
0.166156
0.186241
-0.170268
-0.145991
0.743952
0.317556
-0.735087
-0.13638
0.414466
0.474575
0.968429
-0.608392
-0.875166
0.18037
0.187934
0.358504
-0.168813
-0.197459
0.176286
-0.676664
0.177037
0.156688
0.666153
0.606789
-0.813133
1.05926
0.194124
-0.583517
-0.198996
0.176888
-0.161171
1.13569
0.177773
0.179576
0.427911
0.178075
-0.365762
-0.602262
0.729936
-0.640428
-0.17619
0.989911
0.184079
0.163027
0.834065
0.199773
-0.286765
0.511259
-0.895185
-0.470408
0.163287
0.270839
-0.185773
0.24908
0.146009
-0.175669
0.318953
0.712326
0.170064
-0.213498
-0.194422
0.403329
-0.191843
0.163454
0.751028
0.159568
-0.732361
0.179816
-0.198586
2.30721
0.513989
0.141378
1.02895
-0.64443
-0.370315
-0.171909
-0.936287
0.177069
0.177117
0.196184
-0.596662
0.138057
0.195087
-0.193703
0.19054
0.762282
0.197045
-0.146235
0.539882
1.29433
-0.190335
-0.118188
0.288251
0.600072
0.232478
-0.153948
0.179316
-1.10828
-0.174888
0.171953
0.960643
-0.841389
-0.192371
-0.195442
0.154048
0.680939
-0.169665
-0.182389
0.174421
0.808801
0.167968
-0.346727
0.300118
1.10149
-0.858983
0.520435
0.176938
0.378964
0.189224
0.187517
0.159426
-0.178841
0.932343
0.423932
0.30425
0.352182
0.991814
0.162922
-0.177008
-0.487499
0.178492
-0.127443
0.272999
-1.82366
-0.191923
0.187985
0.876048
-0.223156
-0.850032
0.226981
0.151554
-0.193698
-0.199955
-0.174828
-0.197879
0.472743
-1.10656
0.795828
-0.172737
0.195321
0.167976
0.144258
0.193653
0.21346
0.168365
0.766181
-0.196992
0.161231
-1.37788
-0.188095
-0.166322
-0.677706
-0.196319
0.194593
0.98673
-0.195819
0.188448
0.939042
0.354278
-0.610617
0.532725
0.269346
0.178234
0.199038
0.183523
-0.199551
-0.737499
-0.223061
-0.152296
-0.3884
0.235494
-0.51514
-0.175394
1.04142
-0.160114
0.293833
-0.891745
0.19951
-0.190813
0.426201
0.192899
-1.02487
-0.265908
-0.266116
2.04844
-0.16188
-0.193686
0.153344
2.14177
0.153976
0.711149
1.03831
0.625619
-0.964198
-0.767641
0.958111
1.10882
0.154408
0.196226
0.383112
-0.618121
0.259213
2.00845
-0.599138
-0.176351
0.193145
-0.227853
1.47517
-0.405761
-0.160325
0.237822
-0.521541
0.480563
0.19381
1.01661
-0.959312
-0.190524
-0.723461
-0.194436
0.192724
-0.13073
0.188356
0.183213
-0.16082
-0.19549
-0.177904
-0.175174
0.189101
-0.18868
-0.290401
0.510885
1.62036
0.372407
0.315711
-0.42374
0.163279
-0.651816
0.312288
-0.435148
0.226808
-2.03173
-0.402311
-0.105642
0.153284
0.19286
-1.26966
0.960827
0.162047
0.474771
2.55707
0.153816
0.172454
0.192523
-0.159768
-0.194584
-0.186803
-1.31829
-0.196044
-0.197556
0.468883
-0.125497
-0.197961
0.322477
-0.173428
0.183882
-0.4889
0.197316
-0.835578
-0.19018
-0.424736
-0.675673
-1.87048
0.17373
0.191839
-0.163958
0.164127
-0.188983
-0.754983
1.12576
0.365536
-0.35656
0.878731
0.19308
0.169359
-0.387539
0.308491
-0.873565
-0.193962
0.182792
0.355013
0.222616
-0.195008
-0.267827
0.190637
-0.194391
-0.176031
-0.167456
-0.993972
-1.17261
0.184937
0.175651
-2.90625
-0.730428
0.172379
0.199895
-0.752526
-0.677864
-0.160981
-0.511643
-0.192689
-0.17372
-0.322579
0.18046
-0.313897
-1.2757
-0.239794
-1.03646
-0.136581
0.196118
-0.18748
0.191113
0.169792
0.192384
-0.335496
-0.174963
0.173067
1.00158
0.154018
-0.228951
0.317954
-0.171786
-0.19849
-0.164447
0.192172
-0.164736
0.155242
0.156961
0.199264
-1.30247
-0.185379
0.170093
0.763965
0.193649
0.152427
-0.181779
-0.191084
-0.182369
-0.658464
-0.17701
0.179866
0.17764
1.03958
-0.183528
-0.671524
-0.16344
-0.165913
-0.192438
0.19971
-0.182339
0.788034
0.166569
0.191766
0.156646
0.412969
0.189597
0.466435
-3.25823
0.16675
-1.35833
1.09459
-0.142033
0.18191
-0.95697
-0.227325
-0.405417
-1.37978
-0.184858
-0.151355
-1.05372
0.187457
-1.44183
0.171222
1.77587
-0.172467
0.591565
0.164217
-0.166661
-0.144455
-0.6145
0.323067
-0.685387
-0.652502
0.187355
-0.161436
-0.151438
0.576451
-0.170411
-0.177769
-0.934214
0.581702
0.18862
2.65993
0.187148
0.198278
1.18419
0.224179
-0.570935
-0.385145
0.172423
-0.585786
-0.190584
-0.17086
0.17086
-0.183197
0.198964
0.197925
-1.79607
-1.09917
-0.596547
0.149584
-0.513159
-0.160016
-0.15153
0.120221
-0.208872
0.149016
-0.194931
0.519868
-0.1542
0.895694
0.387729
1.45189
0.154486
-0.793562
-0.286777
0.153791
0.660872
-0.210527
0.169379
0.161439
-0.174575
-0.187099
-0.180285
-0.407638
0.436801
2.16342
-0.17959
-0.604163
2.17377
-0.136777
-1.06427
0.180517
0.184316
-0.822743
0.149599
-0.542866
-1.00869
-0.667176
0.163924
0.185452
0.183108
-0.691604
-0.338421
-0.174383
-0.19872
-0.180084
-0.331569
0.639742
1.06347
0.678257
-0.441695
-0.498667
-0.797686
-0.125167
0.165373
0.182377
0.155053
-0.302996
-0.171674
0.176482
-0.173154
1.13734
0.149941
-0.273866
-0.086505
0.854874
-0.596469
0.194502
-0.152942
-0.158558
-0.912608
-0.287209
0.350097
0.189734
-0.19731
-0.791273
0.500585
-0.412398
-4.45485
-0.175377
0.714932
-0.138422
1.67079
-0.163775
-0.706346
0.527857
0.177693
0.274226
0.191973
0.198023
-0.469919
-0.150774
-0.179826
-1.20726
